2026-05-09 22:24:48 - Action: pump_control, State: on, Mode: 
2026-05-09 22:24:48 - Action: pump_control, State: off, Mode: 
2026-05-09 22:24:48 - Action: pump_control, State: on, Mode: 
2026-05-09 22:24:48 - Action: pump_control, State: off, Mode: 
2026-05-09 22:48:47 - Action: set_mode, State: , Mode: manual
2026-05-09 22:49:19 - Action: set_mode, State: , Mode: manual
2026-05-09 23:00:07 - SUCCESS: Set state to on
2026-05-09 23:00:09 - SUCCESS: Set state to on
2026-05-09 23:00:10 - SUCCESS: Set state to on
2026-05-09 23:02:48 - SUCCESS: Set state to on
2026-05-09 23:08:25 - MODE SUCCESS: manual
2026-05-09 23:11:09 - RECV: {"action":"set_mode","mode":"auto","force_off":"1"} | RAW: 
2026-05-12 15:20:21 - RECV: {"action":"save_auto_schedule","run_min":"1","interval_min":"10"} | RAW: action=save_auto_schedule&run_min=1&interval_min=10
2026-05-12 15:20:24 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-12 15:20:26 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 15:20:33 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 15:22:16 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 15:25:08 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-12 15:55:06 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-12 15:55:08 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 15:57:01 - RECV: [] | RAW: {"action":"emergency_reset"}
2026-05-12 16:27:17 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 16:32:37 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 16:45:00 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 16:46:15 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 16:46:21 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-12 16:46:27 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 16:46:30 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 16:47:08 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 16:47:10 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 16:48:18 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 16:48:21 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 16:48:26 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 16:48:31 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 16:48:36 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 18:02:07 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 18:51:06 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 18:51:26 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 18:51:39 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 18:51:44 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 18:51:53 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 18:52:03 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 18:52:21 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 18:52:45 - RECV: [] | RAW: {"action":"emergency_reset"}
2026-05-12 18:53:31 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 19:36:14 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-12 19:50:58 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-12 19:50:59 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 19:51:04 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-12 19:51:06 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 19:51:17 - RECV: {"action":"save_auto_schedule","run_min":"1","interval_min":"1"} | RAW: action=save_auto_schedule&run_min=1&interval_min=1
2026-05-12 19:51:21 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-12 19:53:51 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-12 19:53:54 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 19:54:06 - RECV: {"action":"save_auto_schedule","run_min":"1","interval_min":"15"} | RAW: action=save_auto_schedule&run_min=1&interval_min=15
2026-05-12 19:56:46 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-12 20:13:24 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-12 20:13:24 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-13 06:32:41 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 06:59:11 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 06:59:15 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 06:59:16 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 06:59:38 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 06:59:40 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-13 06:59:52 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-13 06:59:56 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:00:13 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:00:18 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:00:22 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:00:25 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:03:11 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:03:15 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:20:55 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:21:38 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:22:19 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:22:22 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:22:24 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:22:40 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:22:45 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:23:22 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:28:58 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:29:13 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:43:27 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:43:34 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:43:50 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:44:22 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 07:57:44 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 07:58:01 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 08:04:41 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 08:04:49 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 08:21:28 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 08:21:37 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 08:22:07 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 08:22:22 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 08:31:17 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 08:31:42 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-13 12:21:59 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-13 12:22:00 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 12:22:13 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 12:22:16 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 12:23:14 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 12:31:45 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 12:32:05 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 13:35:59 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 13:36:04 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 13:36:46 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 13:36:56 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 14:31:30 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 14:31:34 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 15:53:15 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-13 15:53:41 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-13 15:53:44 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-13 15:53:53 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 15:53:53 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-13 15:54:03 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-13 15:54:10 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 15:54:20 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-13 15:54:26 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-13 15:54:29 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 15:56:54 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
2026-05-13 15:59:33 - RECV: {"action":"save_auto_schedule","run_min":"1","interval_min":"1"} | RAW: action=save_auto_schedule&run_min=1&interval_min=1
2026-05-13 16:07:38 - RECV: [] | RAW: {"action":"emergency_reset"}
2026-05-13 16:49:44 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-13 16:49:44 - RECV: {"action":"set_mode","mode":"manual"} | RAW: action=set_mode&mode=manual
2026-05-28 16:55:04 - RECV: {"action":"pump_control","state":"on"} | RAW: action=pump_control&state=on
2026-05-28 16:55:20 - RECV: {"action":"pump_control","state":"off"} | RAW: action=pump_control&state=off
2026-05-28 16:55:28 - RECV: {"action":"set_mode","mode":"auto"} | RAW: action=set_mode&mode=auto
